,id,x,y,unique_squi_id,Shift,Date,Age,primary_fur_color,Location,specific_location,running,Chasing,Climbing,Eating,Foraging,other_activities,Kuks,Quaas,Moans,tail_flags,tail_twitches,approaches,indifferent,runs_from
244,1246,-73.95894143392421,40.790707388827705,32E-PM-1017-04,PM,10172018,Adult,Gray,Ground Plane,treed area,False,False,False,True,True,not known,False,False,False,False,False,False,False,True
245,1247,-73.9779805668091,40.768093156679704,2D-PM-1012-02,PM,10122018,Adult,Gray,Ground Plane,not known,False,False,False,True,True,not known,False,False,False,False,False,True,False,False
246,1248,-73.97331176635409,40.7694584620114,6F-PM-1008-05,PM,10082018,Adult,Cinnamon,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,True,False
247,1249,-73.9751729403694,40.774328412311796,10B-PM-1014-02,PM,10142018,Adult,Gray,Above Ground,gingko tree by traffic light in front of Strawberry Fields,False,False,False,False,True,not known,False,False,False,False,True,False,False,False
248,1250,-73.9786339295735,40.7684918638639,3C-PM-1008-02,PM,10082018,Adult,Cinnamon,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,True,False
249,1251,-73.97267476660019,40.77030226693079,7F-AM-1008-02,AM,10082018,Adult,Gray,Ground Plane,not known,True,False,False,False,False,not known,False,False,False,False,False,False,False,True
250,1252,-73.95708175790921,40.7964221087879,38D-AM-1017-02,AM,10172018,Adult,Gray,Ground Plane,not known,False,False,False,False,False,hiding in log,False,False,False,False,False,False,True,False
251,1253,-73.974420668782,40.7749628597465,10C-PM-1013-04,PM,10132018,not known,Gray,Ground Plane,not known,False,False,False,True,True,not known,False,False,False,False,False,False,True,False
252,1254,-73.95896270565609,40.7847591558491,26I-PM-1010-02,PM,10102018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,hiding food,False,False,False,False,True,False,True,False
253,1255,-73.9762246600197,40.775164077652,10A-AM-1006-03,AM,10062018,Juvenile,Cinnamon,Ground Plane,Bridle Path lawn,False,False,False,True,False,not known,False,False,False,False,False,False,False,False
254,1256,-73.9800669115792,40.767682513438395,1B-AM-1012-07,AM,10122018,Adult,Cinnamon,Above Ground,on tree trunk,False,False,True,False,False,not known,False,False,False,False,False,False,True,False
255,1257,-73.976798124308,40.774131657411296,9A-PM-1010-04,PM,10102018,not known,Cinnamon,Above Ground,not known,True,False,True,False,False,not known,False,False,False,False,False,False,True,False
256,1258,-73.9773317054464,40.7684035996758,3D-AM-1006-03,AM,10062018,Juvenile,Cinnamon,Ground Plane,on top [of] a big rock/boulder in the area,True,False,True,False,False,climbing (rock),False,False,False,False,False,True,False,False
257,1259,-73.9534333425633,40.793256416332795,37H-AM-1018-03,AM,10182018,Adult,Gray,Above Ground,in a tree with red berries,False,False,False,True,False,not known,False,True,False,False,False,False,False,True
258,1260,-73.9726958070536,40.770609612632796,7F-AM-1008-09,AM,10082018,Adult,Gray,Above Ground,not known,False,False,True,False,False,playing w/ #8,False,False,False,False,False,False,True,False
259,1261,-73.97843611793199,40.7724769242403,6A-AM-1006-06,AM,10062018,Adult,Gray,Above Ground,tree,False,False,True,False,False,not known,True,False,False,False,False,False,False,False
260,1262,-73.9552861155228,40.788973931872,32I-AM-1013-05,AM,10132018,Adult,Cinnamon,Above Ground,In and below shrub,False,False,True,False,True,not known,False,False,False,True,False,False,True,False
261,1263,-73.97128762341721,40.7695885530701,7H-PM-1006-02,PM,10062018,Adult,Gray,Above Ground,tree,True,False,True,True,True,not known,False,False,False,False,False,False,True,False
262,1264,-73.9771069181511,40.76705382149879,2E-PM-1014-05,PM,10142018,Adult,Cinnamon,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,True,False
263,1265,-73.9698714743386,40.7743814661685,12F-AM-1020-02,AM,10202018,Adult,Gray,Ground Plane,not known,True,False,False,False,False,not known,False,False,False,False,False,False,False,False
264,1266,-73.9691094942294,40.776760392858,14E-AM-1008-01,AM,10082018,Adult,Gray,Ground Plane,not known,False,False,False,True,False,walking,False,False,False,False,False,False,False,True
265,1267,-73.97864810094991,40.7697372811949,4B-PM-1018-03,PM,10182018,Adult,Gray,Ground Plane,not known,False,False,False,True,False,not known,False,False,False,False,False,True,False,False
266,1268,-73.97547422950909,40.769699832724704,5E-PM-1012-02,PM,10122018,Adult,Cinnamon,Ground Plane,not known,False,False,False,True,True,not known,False,False,False,False,False,False,True,False
267,1269,-73.968107276769,40.7768612676036,15F-AM-1007-09,AM,10072018,Adult,Cinnamon,Above Ground,not known,False,False,True,False,True,not known,False,False,False,False,False,False,False,True
268,1270,-73.9591400366159,40.7891708599318,31F-PM-1007-01,PM,10072018,Adult,Gray,Ground Plane,not known,False,False,False,False,False,not known,False,False,False,False,False,False,True,False
269,1271,-73.9767191629692,40.7730786298701,8B-PM-1012-03,PM,10122018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,False,True
270,1272,-73.9661262885099,40.7844085550945,23D-AM-1013-01,AM,10132018,Adult,Gray,Above Ground,not known,False,False,True,False,False,not known,False,False,False,False,False,True,False,False
271,1273,-73.9521950056404,40.794937340844996,39H-PM-1013-01,PM,10132018,Adult,Gray,Ground Plane,not known,False,False,False,True,False,not known,False,False,False,False,False,False,True,False
272,1274,-73.9579218587172,40.7960605028848,38C-AM-1019-04,AM,10192018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,True,True,False,False,False,False,True,False
273,1275,-73.9639832886071,40.7909532437095,30B-PM-1019-08,PM,10192018,Adult,Gray,Ground Plane,not known,False,False,True,True,True,not known,False,False,False,False,False,False,False,True
274,1276,-73.974467903723,40.7686520352868,4F-PM-1013-04,PM,10132018,Adult,Gray,Ground Plane,not known,False,False,False,True,True,not known,False,False,False,False,False,False,True,False
275,1277,-73.9758579666874,40.767932654884504,3E-PM-1008-05,PM,10082018,Adult,Gray,Ground Plane,not known,False,False,False,True,False,jump,False,False,False,False,False,False,True,False
276,1278,-73.96190702296741,40.795255669250004,35A-AM-1014-05,AM,10142018,Juvenile,Gray,Ground Plane,not known,True,False,False,False,False,not known,False,False,False,False,False,False,False,True
277,1279,-73.9787796921165,40.7707526535381,5A-PM-1010-01,PM,10102018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,True,False,False,False
278,1280,-73.9550082056509,40.7894521543449,33I-AM-1008-03,AM,10082018,Adult,Gray,Above Ground,98th @ edge of park,False,False,True,False,False,not known,False,False,False,False,False,False,True,False
279,1281,-73.9587401274261,40.7960322222949,37C-PM-1013-03,PM,10132018,Adult,Gray,not known,not known,False,False,False,False,True,not known,False,False,False,False,False,False,True,False
280,1282,-73.9619411917909,40.7923536640283,33B-PM-1010-11,PM,10102018,Adult,Gray,Above Ground,not known,False,False,False,False,False,not known,False,False,False,False,False,False,False,False
281,1283,-73.97015758910979,40.773097328242294,10G-PM-1017-06,PM,10172018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,True,False
282,1284,-73.9529060669193,40.79279097353879,37I-AM-1010-01,AM,10102018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,False,True
283,1285,-73.9547336666137,40.7938937756332,37G-PM-1007-07,PM,10072018,Adult,Gray,Above Ground,not known,True,False,False,False,False,not known,False,False,False,False,False,False,False,True
284,1286,-73.9691433356733,40.7731708333242,11G-AM-1012-01,AM,10122018,Adult,Gray,Ground Plane,not known,True,False,False,False,False,not known,False,False,False,False,False,False,True,False
285,1287,-73.97209073846129,40.7762987836055,13C-PM-1019-01,PM,10192018,Adult,Gray,Above Ground,not known,False,False,True,False,False,not known,True,False,False,False,False,False,True,False
286,1288,-73.9709281471442,40.782809793977705,20A-AM-1010-02,AM,10102018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,True,False
287,1289,-73.9731113265165,40.778664067635496,15A-PM-1017-01,PM,10172018,Adult,Gray,Above Ground,not known,False,False,True,True,False,eating in tree,False,False,False,False,False,False,True,False
288,1290,-73.9684254196866,40.77809016436,16E-AM-1014-02,AM,10142018,Adult,Gray,Ground Plane,not known,False,False,False,True,True,not known,False,False,False,False,False,True,False,False
289,1291,-73.95606798644259,40.7947887062326,37E-PM-1006-06,PM,10062018,Adult,Cinnamon,Ground Plane,not known,False,False,False,True,True,not known,False,False,False,False,False,False,True,False
290,1292,-73.9679661308374,40.7837388390673,22C-AM-1013-01,AM,10132018,Adult,Gray,Above Ground,not known,False,False,False,False,False,"sitting still,tail over back",False,False,False,False,False,False,False,False
291,1293,-73.9674069524601,40.7772529662424,16F-PM-1013-02,PM,10132018,Adult,Gray,Ground Plane,Woods,False,False,False,False,True,not known,False,False,False,False,False,False,False,True
292,1294,-73.9696173677837,40.7705202790525,8H-AM-1017-04,AM,10172018,Adult,Gray,Ground Plane,not known,False,False,False,True,False,not known,False,False,False,False,False,False,True,False
293,1295,-73.9756573579063,40.7656644063024,1G-PM-1010-01,PM,10102018,Adult,Gray,Above Ground,not known,False,False,True,True,False,not known,False,False,False,True,False,False,True,False
294,1296,-73.97006916295742,40.782889364519704,20A-PM-1017-01,PM,10172018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,True,False
295,1297,-73.9596964641652,40.795775359158505,37B-AM-1018-03,AM,10182018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,False,False
296,1298,-73.9685604013735,40.7773439909065,15F-PM-1010-03,PM,10102018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,True,False
297,1299,-73.957342596188,40.7944359654227,37E-PM-1006-09,PM,10062018,Adult,Cinnamon,Ground Plane,not known,False,False,False,False,False,moseying,False,False,False,False,True,True,False,False
298,1300,-73.9586214081667,40.7937473968735,35D-PM-1013-03,PM,10132018,Juvenile,Gray,Above Ground,bench,False,False,False,True,False,not known,False,False,False,False,False,False,True,False
299,1301,-73.9528149779809,40.7924984810637,36I-AM-1017-06,AM,10172018,Adult,Gray,Above Ground,Running down tree,True,False,True,False,False,not known,False,False,False,False,False,False,True,False
300,1302,-73.9717425494287,40.7664227676653,3I-PM-1013-07,PM,10132018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,True,False
301,1303,-73.9695176417703,40.7741725190048,12G-PM-1007-04,PM,10072018,not known,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,False,True
302,1304,-73.9762348224648,40.7694522315322,4D-PM-1008-08,PM,10082018,Adult,Cinnamon,Ground Plane,not known,False,False,True,True,True,climbed fence staring at me - went up tree,False,False,False,False,False,False,False,True
303,1305,-73.9523001834395,40.7949231000186,39H-AM-1007-02,AM,10072018,Adult,Gray,Ground Plane,not known,False,False,False,True,True,not known,False,False,False,False,True,False,True,False
304,1306,-73.9750283794865,40.772410192782104,8C-PM-1013-08,PM,10132018,not known,Cinnamon,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,True,False
305,1307,-73.96897001002671,40.7775169562765,15E-PM-1008-05,PM,10082018,Adult,Gray,Above Ground,not known,False,False,False,False,False,sitting,False,True,False,False,False,False,False,False
306,1308,-73.9683965841952,40.771867984897796,10I-AM-1010-03,AM,10102018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,True,False
307,1309,-73.9554095823557,40.788730580204394,32I-AM-1013-01,AM,10132018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,True,False,False,True,False
308,1310,-73.9696001184129,40.782081067353204,19B-PM-1018-05,PM,10182018,Juvenile,Gray,Ground Plane,not known,False,False,False,True,False,not known,False,False,False,False,False,False,True,False
309,1311,-73.9795081274695,40.7691431548544,3B-PM-1007-03,PM,10072018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,True,False,False,False
310,1312,-73.95787795565741,40.7934116539732,35E-PM-1006-06,PM,10062018,Adult,Gray,Above Ground,not known,False,False,False,False,True,not known,False,False,False,False,False,False,False,False
311,1313,-73.958356112357,40.796014459571,38C-AM-1019-07,AM,10192018,Adult,Gray,Ground Plane,not known,True,False,False,False,True,not known,False,False,False,False,True,False,False,True
312,1314,-73.9646610347972,40.7790583544252,19H-AM-1010-05,AM,10102018,Adult,Gray,Ground Plane,near a brush,False,False,False,True,True,not known,False,False,False,False,False,False,False,True
313,1315,-73.960601067176,40.7917243850136,32D-PM-1006-09,PM,10062018,Juvenile,Gray,Ground Plane,not known,False,False,False,True,False,not known,False,False,False,False,True,True,False,False
314,1316,-73.95397347709341,40.7956055442,39G-PM-1013-04,PM,10132018,Adult,Gray,Ground Plane,not known,False,False,False,True,False,not known,False,False,False,False,False,False,False,False
315,1317,-73.9540616660191,40.795155660324504,38G-PM-1020-10,PM,10202018,Adult,Gray,Ground Plane,not known,True,False,False,False,False,not known,False,False,False,True,False,False,False,True
316,1318,-73.9545799024508,40.7908084039886,34I-PM-1010-01,PM,10102018,Adult,Gray,Above Ground,not known,False,False,False,True,False,not known,False,False,False,False,False,False,False,False
317,1319,-73.97439905767459,40.7768690723163,12A-PM-1013-04,PM,10132018,not known,Gray,Above Ground,not known,False,False,False,False,False,chasing #3,False,False,False,False,False,False,True,False
318,1320,-73.96590343597059,40.779751668884394,19F-AM-1007-02,AM,10072018,Adult,Cinnamon,Above Ground,not known,False,False,False,True,False,not known,False,False,False,False,False,False,True,False
319,1321,-73.9684376038582,40.78242750672371,20C-PM-1018-09,PM,10182018,Adult,Cinnamon,Ground Plane,not known,True,False,False,False,True,not known,False,False,False,False,False,True,False,False
320,1322,-73.96942888062121,40.7842952265291,22A-PM-1017-01,PM,10172018,Adult,Gray,Ground Plane,not known,False,False,True,False,False,not known,False,False,False,False,False,False,False,False
321,1323,-73.9546042927016,40.7898133734952,33I-PM-1006-07,PM,10062018,Adult,Gray,Ground Plane,not known,True,False,False,False,False,not known,False,False,False,False,False,False,False,True
322,1324,-73.9573469787503,40.7944044592573,36E-AM-1013-03,AM,10132018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,True,False
323,1325,-73.9587879699956,40.7908135158551,32F-AM-1012-01,AM,10122018,not known,Gray,Ground Plane,not known,False,False,False,False,True,made a back-door escape from dog off-leash,False,False,False,False,False,False,False,True
324,1326,-73.96309908232429,40.788576428401605,28D-AM-1012-02,AM,10122018,Adult,Black,Ground Plane,not known,False,False,False,True,True,not known,False,False,False,False,False,False,False,True
325,1327,-73.9699843570636,40.7729480440312,10G-AM-1006-01,AM,10062018,Adult,Gray,Above Ground,not known,False,False,True,False,False,not known,False,False,False,False,True,False,True,False
326,1328,-73.95343062916791,40.7959052073753,39G-PM-1013-07,PM,10132018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,True,False
327,1329,-73.96523572796708,40.781929688714705,21E-PM-1012-02,PM,10122018,Adult,Gray,Ground Plane,not known,False,False,False,True,False,not known,False,False,False,False,False,False,True,False
328,1330,-73.967832992543,40.778366991340796,17E-PM-1018-03,PM,10182018,Adult,Gray,Ground Plane,not known,True,False,False,False,False,not known,False,False,False,False,False,False,True,False
329,1331,-73.9708969246276,40.7767695507462,14D-AM-1014-03,AM,10142018,Adult,Gray,Ground Plane,not known,False,False,False,True,True,not known,False,False,False,False,False,False,True,False
330,1332,-73.95448101115,40.7954469678857,39F-PM-1006-03,PM,10062018,Adult,Gray,Above Ground,lower branch of tree,False,False,False,True,False,not known,False,False,False,False,False,False,False,True
331,1333,-73.9705123624953,40.7731723757869,10F-PM-1019-11,PM,10192018,Adult,Gray,Ground Plane,Grassy area,False,False,False,False,True,not known,False,False,False,False,False,False,False,True
332,1334,-73.9667560049684,40.7882333830729,27A-PM-1006-01,PM,10062018,Juvenile,Gray,Above Ground,on a tree,False,False,False,True,True,walking up & down branches,False,False,False,False,False,False,True,False
333,1335,-73.9687395228846,40.7807364481385,18D-AM-1018-02,AM,10182018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,False,False
334,1336,-73.97823514358521,40.7715896672335,6A-AM-1006-03,AM,10062018,Adult,Gray,Above Ground,tree,False,False,False,True,False,not known,False,False,False,True,True,False,False,False
335,1337,-73.97574132156208,40.7692582758978,4E-PM-1008-04,PM,10082018,Adult,Gray,Above Ground,not known,True,False,True,False,False,not known,False,False,False,False,False,False,True,False
336,1338,-73.95831019276521,40.7852649316039,27I-PM-1020-05,PM,10202018,Adult,Gray,Above Ground,In tree,True,False,False,False,False,not known,False,False,False,False,False,False,False,True
337,1339,-73.9765595553183,40.7748455340432,10A-PM-1014-04,PM,10142018,Adult,Gray,Ground Plane,not known,True,False,False,False,False,not known,False,False,False,False,False,False,False,True
338,1340,-73.965509576403,40.7752456763263,14I-PM-1018-05,PM,10182018,Adult,Gray,Above Ground,not known,False,False,True,True,False,not known,False,False,False,False,True,False,True,False
339,1341,-73.97449608298442,40.7652585501959,1H-AM-1012-01,AM,10122018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,True,False,True
340,1342,-73.9703161745884,40.7702610461336,8H-PM-1014-05,PM,10142018,Juvenile,Gray,Above Ground,not known,False,False,True,False,False,not known,False,False,False,False,False,False,False,True
341,1343,-73.9605966636226,40.788984910863704,30E-AM-1008-01,AM,10082018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,True,False,False,True
342,1344,-73.9730224561601,40.7796833353894,16A-PM-1019-04,PM,10192018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,True,False,True,False
343,1345,-73.9759432151552,40.7733240612552,8B-PM-1012-06,PM,10122018,Adult,Gray,Above Ground,on a bench,False,False,False,True,True,not known,False,False,False,False,False,False,True,False
344,1346,-73.9724452296309,40.7715792113505,8F-PM-1012-03,PM,10122018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,buried an acorn,False,False,False,False,False,False,True,False
345,1347,-73.9712971568288,40.7745520717065,11E-AM-1013-02,AM,10132018,Adult,Gray,Ground Plane,not known,False,False,False,True,True,not known,False,False,False,False,False,False,True,False
346,1348,-73.96116961447841,40.7816692895155,22I-AM-1007-03,AM,10072018,Adult,Gray,Above Ground,not known,False,False,True,False,False,not known,False,False,False,False,False,False,True,False
347,1349,-73.9542990150586,40.794091530067796,37G-PM-1007-09,PM,10072018,Adult,Cinnamon,not known,not known,False,False,False,False,True,not known,False,False,False,False,False,False,False,False
348,1350,-73.9689657039917,40.776783427676705,15F-AM-1007-04,AM,10072018,Adult,Cinnamon,Ground Plane,not known,False,False,False,True,True,not known,False,False,False,False,False,False,False,False
349,1351,-73.9707471099503,40.7759255131734,13E-AM-1017-08,AM,10172018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,False,False
350,1352,-73.97133305944341,40.7771924214236,14D-AM-1014-10,AM,10142018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,True,False
351,1353,-73.970540988328,40.769810306706205,7H-AM-1006-06,AM,10062018,Adult,Gray,Above Ground,not known,False,False,False,False,False,not known,False,False,False,False,False,False,True,False
352,1354,-73.97400077595091,40.7650077086539,1H-PM-1013-01,PM,10132018,Adult,Gray,Ground Plane,not known,False,False,False,True,True,not known,False,False,False,False,False,False,True,False
353,1355,-73.95667510223359,40.799035789744,41C-PM-1007-04,PM,10072018,Adult,Gray,Above Ground,not known,False,False,True,False,False,not known,False,False,False,False,False,False,False,False
354,1356,-73.9639635134738,40.7900337598704,29B-PM-1010-05,PM,10102018,Adult,Gray,Ground Plane,not known,False,False,False,True,True,not known,False,False,False,False,False,False,True,False
355,1357,-73.97610364001441,40.77054826845939,6D-PM-1020-03,PM,10202018,Juvenile,Gray,Ground Plane,not known,False,False,False,False,False,not known,False,False,False,False,True,False,False,True
356,1358,-73.9724801784201,40.7790131966689,15B-PM-1017-05,PM,10172018,Adult,Gray,Ground Plane,not known,False,False,False,True,True,not known,False,False,False,False,False,False,True,False
357,1359,-73.96356587864159,40.7777291777901,18I-AM-1017-03,AM,10172018,Adult,Cinnamon,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,True,False
358,1360,-73.9716404781264,40.7753181851766,12D-PM-1014-02,PM,10142018,Adult,Gray,Above Ground,not known,False,False,True,False,False,seems to be grinding teeth on a piece of material (sounds from grinding),False,False,False,False,False,False,True,False
359,1361,-73.9672054610151,40.7876519923501,26A-PM-1006-05,PM,10062018,Adult,Gray,Above Ground,not known,False,False,False,False,False,not known,False,False,False,False,True,False,False,False
360,1362,-73.96148244372509,40.7912929799884,32C-PM-1013-03,PM,10132018,Adult,Gray,Ground Plane,not known,False,False,False,False,False,not known,False,False,False,False,True,False,False,False
361,1363,-73.9571407991577,40.793191739640605,35E-PM-1006-02,PM,10062018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,True,False,False
362,1364,-73.97071972744808,40.777395680343105,14D-PM-1019-12,PM,10192018,Adult,Gray,not known,not known,False,False,False,False,False,not known,False,False,False,False,False,False,False,False
363,1365,-73.9623696148045,40.792184861375,32B-AM-1017-04,AM,10172018,Adult,Gray,Above Ground,not known,False,False,True,False,False,not known,False,False,False,False,False,False,False,True
364,1366,-73.9576035072364,40.7966120824816,38C-AM-1019-01,AM,10192018,Juvenile,Gray,Ground Plane,not known,True,False,False,False,False,not known,False,False,False,False,False,False,False,True
365,1367,-73.9673548527075,40.7765669058396,15G-PM-1019-11,PM,10192018,Adult,Gray,Above Ground,not known,False,False,True,False,False,not known,False,False,False,False,False,False,False,False
366,1368,-73.9704862864304,40.773958311167604,11F-PM-1006-02,PM,10062018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,True,False
367,1369,-73.970315671921,40.77209053954721,10G-PM-1017-02,PM,10172018,Adult,Gray,Ground Plane,not known,False,False,False,True,False,not known,False,False,False,False,False,False,True,False
368,1370,-73.9596398997228,40.793338695384705,34D-PM-1007-02,PM,10072018,Adult,Black,Above Ground,not known,True,False,True,False,False,not known,False,False,False,False,False,False,False,False
369,1371,-73.95489578620841,40.794484446461894,37G-AM-1014-05,AM,10142018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,True,False
370,1372,-73.964080104186,40.79078986272871,30B-AM-1007-02,AM,10072018,Adult,Gray,Above Ground,not known,True,False,False,False,False,not known,False,False,False,False,False,False,False,False
371,1373,-73.9781303869038,40.7725000348875,7A-AM-1006-02,AM,10062018,Adult,Gray,Above Ground,in tree,False,False,True,False,False,not known,False,False,False,False,False,False,False,True
372,1374,-73.96721272832829,40.7810666805133,20D-AM-1007-01,AM,10072018,Adult,Gray,Ground Plane,not known,True,False,True,True,False,a lot of activity,False,False,False,True,False,False,False,False
373,1375,-73.9556817958407,40.788852000621,32I-AM-1013-02,AM,10132018,Juvenile,Gray,Above Ground,not known,False,False,True,False,False,not known,False,False,False,False,False,False,False,False
374,1376,-73.9752000129992,40.773291812223896,8C-PM-1013-04,PM,10132018,Juvenile,Cinnamon,Ground Plane,not known,True,False,False,False,False,not known,False,False,False,False,False,False,True,False
375,1377,-73.9698817079185,40.775832262771104,13E-PM-1008-10,PM,10082018,Adult,Cinnamon,Ground Plane,not known,False,False,False,True,True,not known,False,False,False,False,True,False,False,True
376,1378,-73.9757001944781,40.769499790547,5E-AM-1008-09,AM,10082018,Adult,Cinnamon,Above Ground,went up tree,True,False,False,False,False,not known,False,False,False,False,False,False,True,False
377,1379,-73.95848354168459,40.7978213396921,39B-PM-1014-06,PM,10142018,Adult,Gray,Above Ground,not known,False,False,True,False,False,not known,False,False,False,False,False,False,True,False
378,1380,-73.9606817053484,40.7917320450401,32D-PM-1006-07,PM,10062018,Adult,Gray,Ground Plane,not known,False,False,False,True,False,not known,False,False,False,True,False,False,True,False
379,1381,-73.9649590119935,40.782210792076896,21F-AM-1018-01,AM,10182018,Adult,Gray,Above Ground,not known,False,False,True,False,False,not known,False,False,False,False,True,False,True,False
380,1382,-73.959709414696,40.7919745085986,33D-PM-1006-03,PM,10062018,not known,Black,Above Ground,not known,True,False,False,True,False,not known,False,False,False,False,True,False,False,True
381,1383,-73.9735946835545,40.7724155751282,8E-PM-1008-01,PM,10082018,Adult,Gray,Ground Plane,by tree trunk base,False,False,False,True,False,not known,False,False,False,False,False,True,False,False
382,1384,-73.9588358879692,40.7912631913057,33E-PM-1012-01,PM,10122018,Adult,Gray,Ground Plane,not known,False,False,False,True,True,not known,False,False,False,False,False,False,False,True
383,1385,-73.968045072743,40.783662671722496,22C-AM-1013-02,AM,10132018,Adult,Cinnamon,Above Ground,not known,False,False,True,False,True,not known,True,False,False,True,False,False,False,True
384,1386,-73.979316275899,40.769213472755496,3B-PM-1007-01,PM,10072018,Adult,Gray,Above Ground,in tree,False,False,False,False,False,chased by dog,False,False,False,False,False,False,False,False
385,1387,-73.95503513809571,40.7974681522214,40E-AM-1014-01,AM,10142018,Adult,Gray,Ground Plane,not known,True,False,False,False,False,not known,False,False,False,False,False,False,False,True
386,1388,-73.9578316525492,40.789010295962896,31G-PM-1007-01,PM,10072018,Adult,Gray,Above Ground,not known,False,False,False,False,False,hiding,False,False,False,False,True,False,False,False
387,1389,-73.9592537496995,40.7919271821316,33E-AM-1014-03,AM,10142018,Adult,Black,Above Ground,not known,False,False,True,False,False,not known,False,False,False,False,False,False,False,True
388,1390,-73.9733966282316,40.7717179627127,8E-PM-1008-08,PM,10082018,Adult,Gray,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,False,False
389,1391,-73.970720187655,40.7774564799983,14D-PM-1019-11,PM,10192018,Adult,Gray,not known,not known,False,False,False,False,False,not known,False,False,False,False,False,False,False,False
390,1392,-73.97908754803579,40.767610478065706,2C-AM-1010-03,AM,10102018,Adult,Black,Above Ground,not known,False,False,True,False,False,not known,False,False,False,False,False,False,False,False
391,1393,-73.98023761310341,40.768070751662705,1B-AM-1012-12,AM,10122018,Adult,Cinnamon,Ground Plane,not known,True,False,False,False,False,not known,False,False,False,False,False,False,True,False
392,1394,-73.9577212629651,40.796552529672205,38C-PM-1014-06,PM,10142018,Adult,Gray,Ground Plane,not known,False,False,False,True,True,not known,False,False,False,False,False,False,True,False
393,1395,-73.9719888241794,40.7667681685356,4I-PM-1007-03,PM,10072018,Adult,Gray,Above Ground,ran to tree,False,False,False,False,False,being chased,False,False,False,False,False,False,False,False
394,1396,-73.9565686300382,40.797592846003,40C-PM-1006-03,PM,10062018,Adult,Gray,Ground Plane,not known,True,False,False,False,False,not known,False,False,False,False,False,False,False,False
395,1397,-73.9669206605745,40.7748155701122,13H-PM-1010-03,PM,10102018,Adult,Gray,Ground Plane,in glen,False,False,False,True,False,not known,False,False,False,False,False,False,True,False
396,1398,-73.9690416961886,40.7716618670996,10H-AM-1014-05,AM,10142018,not known,Cinnamon,Ground Plane,not known,False,False,False,False,True,not known,False,False,False,False,False,False,False,False
397,1399,-73.9686737866872,40.773971402373206,12G-PM-1007-06,PM,10072018,not known,Gray,not known,not known,False,False,False,False,True,not known,False,False,False,False,False,False,True,False
398,1400,-73.97634332024009,40.773847349068106,9B-PM-1013-10,PM,10132018,Juvenile,Cinnamon,Above Ground,not known,False,False,False,True,False,not known,False,False,False,False,False,False,True,False
399,1401,-73.9590502257662,40.794290363687,36C-PM-1013-06,PM,10132018,Adult,Gray,Ground Plane,Running across wide street,True,False,False,False,True,carrying food in mouth,False,False,False,False,False,False,False,False
400,1402,-73.965862100991,40.782592689691704,22D-PM-1012-01,PM,10122018,Adult,Gray,Above Ground,not known,False,False,True,False,False,not known,True,False,False,False,False,False,False,False
